Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.004,
Horizontal Delay,0,
Sample Interval,4e-06,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,2,
Vertical Position,2,
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.8040e-02,0.489063,3.42719
-1.8036e-02,0.49375,3.43219
-1.8032e-02,0.49875,3.43844
-1.8028e-02,0.502187,3.44
-1.8024e-02,0.506875,3.44125
-1.8020e-02,0.508438,3.44656
-1.8016e-02,0.509375,3.45063
-1.8012e-02,0.514375,3.45344
-1.8008e-02,0.515937,3.45719
-1.8004e-02,0.518125,3.46031
-1.8000e-02,0.522188,3.46281
-1.7996e-02,0.524063,3.46312
-1.7992e-02,0.529688,3.46781
-1.7988e-02,0.532813,3.47031
-1.7984e-02,0.532813,3.47438
-1.7980e-02,0.53625,3.475
-1.7976e-02,0.540938,3.47938
-1.7972e-02,0.5475,3.4825
-1.7968e-02,0.5425,3.48188
-1.7964e-02,0.544062,3.48313
-1.7960e-02,0.545313,3.48562
-1.7956e-02,0.5475,3.48594
-1.7952e-02,0.5525,3.4875
-1.7948e-02,0.555,3.49156
-1.7944e-02,0.55875,3.49688
-1.7940e-02,0.55875,3.49969
-1.7936e-02,0.567813,3.50219
-1.7932e-02,0.570312,3.505
-1.7928e-02,0.571875,3.50687
-1.7924e-02,0.57375,3.51187
-1.7920e-02,0.577813,3.51437
-1.7916e-02,0.578437,3.51437
-1.7912e-02,0.581563,3.51719
-1.7908e-02,0.583125,3.51844
-1.7904e-02,0.584062,3.52
-1.7900e-02,0.584688,3.52
-1.7896e-02,0.5875,3.52406
-1.7892e-02,0.59,3.52531
-1.7888e-02,0.593125,3.52781
-1.7884e-02,0.595625,3.52937
-1.7880e-02,0.602188,3.53375
-1.7876e-02,0.600313,3.53469
-1.7872e-02,0.601875,3.53688
-1.7868e-02,0.600937,3.53844
-1.7864e-02,0.602812,3.53781
-1.7860e-02,0.602812,3.5375
-1.7856e-02,0.60375,3.54094
-1.7852e-02,0.605,3.53875
-1.7848e-02,0.604375,3.54406
-1.7844e-02,0.60625,3.5475
-1.7840e-02,0.611562,3.545
-1.7836e-02,0.607813,3.54656
-1.7832e-02,0.610313,3.54688
-1.7828e-02,0.611875,3.54844
-1.7824e-02,0.614063,3.54969
-1.7820e-02,0.615,3.55219
-1.7816e-02,0.613125,3.55219
-1.7812e-02,0.615,3.5525
-1.7808e-02,0.618437,3.5525
-1.7804e-02,0.619063,3.55625
-1.7800e-02,0.618437,3.55906
-1.7796e-02,0.619688,3.55906
-1.7792e-02,0.62,3.55812
-1.7788e-02,0.623125,3.56062
-1.7784e-02,0.62875,3.56188
-1.7780e-02,0.626563,3.56469
-1.7776e-02,0.627187,3.56219
-1.7772e-02,0.631875,3.56531
-1.7768e-02,0.633438,3.56438
-1.7764e-02,0.634375,3.56688
-1.7760e-02,0.632187,3.56688
-1.7756e-02,0.63125,3.56844
-1.7752e-02,0.638438,3.56719
-1.7748e-02,0.637812,3.56781
-1.7744e-02,0.640313,3.57094
-1.7740e-02,0.638438,3.57687
-1.7736e-02,0.64,3.57437
-1.7732e-02,0.645,3.57531
-1.7728e-02,0.645,3.57937
-1.7724e-02,0.644063,3.57812
